from_stop_I;to_stop_I;attr_dict
27050;27377;{'route_I_counts': {1076: 18}, 'd': 11664, 'n_vehicles': 18, 'duration_avg': 686.6666666666666}
27050;27028;{'route_I_counts': {1055: 13}, 'd': 12849, 'n_vehicles': 13, 'duration_avg': 660.0}
27050;27285;{'route_I_counts': {1070: 2}, 'd': 4114, 'n_vehicles': 2, 'duration_avg': 300.0}
27050;27382;{'route_I_counts': {1067: 1}, 'd': 4171, 'n_vehicles': 1, 'duration_avg': 420.0}
27050;27021;{'route_I_counts': {1055: 179}, 'd': 6023, 'n_vehicles': 179, 'duration_avg': 310.0558659217877}
27050;27022;{'route_I_counts': {1055: 24}, 'd': 8867, 'n_vehicles': 24, 'duration_avg': 445.0}
27052;27456;{'route_I_counts': {1075: 49, 1078: 88}, 'd': 1009, 'n_vehicles': 137, 'duration_avg': 129.63503649635035}
27052;27053;{'route_I_counts': {1075: 49, 1078: 16}, 'd': 1595, 'n_vehicles': 65, 'duration_avg': 120.0}
27052;27535;{'route_I_counts': {1078: 68}, 'd': 3252, 'n_vehicles': 68, 'duration_avg': 188.8235294117647}
27053;27456;{'route_I_counts': {1078: 64}, 'd': 2562, 'n_vehicles': 64, 'duration_avg': 199.6875}
27053;27052;{'route_I_counts': {1075: 49, 1078: 21}, 'd': 1595, 'n_vehicles': 70, 'duration_avg': 120.0}
27053;27054;{'route_I_counts': {1075: 49, 1078: 68}, 'd': 2861, 'n_vehicles': 117, 'duration_avg': 207.17948717948718}
27053;27535;{'route_I_counts': {1078: 16}, 'd': 1733, 'n_vehicles': 16, 'duration_avg': 120.0}
27054;27536;{'route_I_counts': {1078: 76}, 'd': 2398, 'n_vehicles': 76, 'duration_avg': 174.47368421052633}
27054;27535;{'route_I_counts': {1078: 88}, 'd': 1151, 'n_vehicles': 88, 'duration_avg': 120.0}
27054;27053;{'route_I_counts': {1075: 49, 1078: 64}, 'd': 2861, 'n_vehicles': 113, 'duration_avg': 213.98230088495575}
27054;27055;{'route_I_counts': {1075: 49, 1078: 76}, 'd': 2437, 'n_vehicles': 125, 'duration_avg': 171.36}
27055;27056;{'route_I_counts': {1075: 49, 1078: 76}, 'd': 1870, 'n_vehicles': 125, 'duration_avg': 133.92}
27055;27054;{'route_I_counts': {1075: 49, 1078: 75}, 'd': 2437, 'n_vehicles': 124, 'duration_avg': 180.0}
27056;27544;{'route_I_counts': {1078: 76}, 'd': 1647, 'n_vehicles': 76, 'duration_avg': 120.0}
27056;27057;{'route_I_counts': {1075: 49}, 'd': 4284, 'n_vehicles': 49, 'duration_avg': 334.2857142857143}
27056;27055;{'route_I_counts': {1075: 49, 1078: 75}, 'd': 1870, 'n_vehicles': 124, 'duration_avg': 137.41935483870967}
27057;27056;{'route_I_counts': {1075: 49}, 'd': 4284, 'n_vehicles': 49, 'duration_avg': 300.0}
27057;27105;{'route_I_counts': {1073: 25}, 'd': 14628, 'n_vehicles': 25, 'duration_avg': 784.8}
27057;27058;{'route_I_counts': {1073: 88, 1075: 49, 1069: 50}, 'd': 4723, 'n_vehicles': 187, 'duration_avg': 296.47058823529414}
27057;27446;{'route_I_counts': {1069: 44}, 'd': 2877, 'n_vehicles': 44, 'duration_avg': 212.72727272727272}
27057;27094;{'route_I_counts': {1073: 23}, 'd': 14454, 'n_vehicles': 23, 'duration_avg': 780.0}
27057;27101;{'route_I_counts': {1073: 87, 1069: 47}, 'd': 2661, 'n_vehicles': 134, 'duration_avg': 178.65671641791045}
27058;27057;{'route_I_counts': {1073: 87, 1075: 49, 1069: 47}, 'd': 4723, 'n_vehicles': 183, 'duration_avg': 296.39344262295083}
27058;27059;{'route_I_counts': {1073: 44, 1075: 49, 1069: 50}, 'd': 2360, 'n_vehicles': 143, 'duration_avg': 161.11888111888112}
27058;27102;{'route_I_counts': {1073: 44}, 'd': 2485, 'n_vehicles': 44, 'duration_avg': 135.0}
27059;27058;{'route_I_counts': {1073: 42, 1075: 49, 1069: 47}, 'd': 2360, 'n_vehicles': 138, 'duration_avg': 186.52173913043478}
27059;27060;{'route_I_counts': {1073: 44, 1075: 49}, 'd': 3123, 'n_vehicles': 93, 'duration_avg': 208.38709677419354}
27060;27059;{'route_I_counts': {1073: 42, 1075: 49}, 'd': 3123, 'n_vehicles': 91, 'duration_avg': 191.2087912087912}
27060;27061;{'route_I_counts': {1073: 44, 1075: 49}, 'd': 5085, 'n_vehicles': 93, 'duration_avg': 300.0}
27061;27106;{'route_I_counts': {1073: 44}, 'd': 2134, 'n_vehicles': 44, 'duration_avg': 180.0}
27061;27060;{'route_I_counts': {1073: 42, 1075: 49}, 'd': 5085, 'n_vehicles': 91, 'duration_avg': 267.6923076923077}
445;576;{'route_I_counts': {136: 77, 134: 5}, 'd': 1244, 'n_vehicles': 82, 'duration_avg': 90.0}
445;688;{'route_I_counts': {136: 37, 134: 34}, 'd': 4577, 'n_vehicles': 71, 'duration_avg': 300.0}
445;529;{'route_I_counts': {138: 21, 140: 1}, 'd': 2927, 'n_vehicles': 22, 'duration_avg': 180.0}
445;582;{'route_I_counts': {138: 114, 140: 39}, 'd': 849, 'n_vehicles': 153, 'duration_avg': 93.72549019607843}
445;233;{'route_I_counts': {136: 22}, 'd': 1976, 'n_vehicles': 22, 'duration_avg': 120.0}
452;336;{'route_I_counts': {164: 11, 165: 140, 166: 93, 167: 72}, 'd': 1764, 'n_vehicles': 316, 'duration_avg': 176.20253164556962}
452;867;{'route_I_counts': {168: 140, 169: 13, 170: 94, 171: 69}, 'd': 2541, 'n_vehicles': 316, 'duration_avg': 192.34177215189874}
453;592;{'route_I_counts': {137: 19, 138: 101, 139: 65, 140: 40}, 'd': 3159, 'n_vehicles': 225, 'duration_avg': 180.53333333333333}
453;587;{'route_I_counts': {136: 103, 133: 10, 134: 24, 135: 78}, 'd': 1820, 'n_vehicles': 215, 'duration_avg': 180.0}
458;529;{'route_I_counts': {136: 45, 133: 4, 134: 27, 135: 78}, 'd': 1616, 'n_vehicles': 154, 'duration_avg': 160.12987012987014}
458;590;{'route_I_counts': {138: 1, 140: 22}, 'd': 1824, 'n_vehicles': 23, 'duration_avg': 180.0}
458;401;{'route_I_counts': {137: 22, 138: 46, 139: 59, 140: 5}, 'd': 754, 'n_vehicles': 132, 'duration_avg': 115.45454545454545}
27085;27287;{'route_I_counts': {1070: 1}, 'd': 6084, 'n_vehicles': 1, 'duration_avg': 300.0}
27086;27089;{'route_I_counts': {1078: 33}, 'd': 4038, 'n_vehicles': 33, 'duration_avg': 296.3636363636364}
27086;27506;{'route_I_counts': {1078: 67}, 'd': 5244, 'n_vehicles': 67, 'duration_avg': 437.0149253731343}
27086;27508;{'route_I_counts': {1078: 32}, 'd': 2203, 'n_vehicles': 32, 'duration_avg': 180.0}
27086;27132;{'route_I_counts': {1078: 127}, 'd': 995, 'n_vehicles': 127, 'duration_avg': 123.30708661417323}
27086;27534;{'route_I_counts': {1078: 84}, 'd': 1822, 'n_vehicles': 84, 'duration_avg': 155.0}
27086;27087;{'route_I_counts': {1078: 104}, 'd': 1274, 'n_vehicles': 104, 'duration_avg': 120.0}
27087;27088;{'route_I_counts': {1078: 104}, 'd': 1365, 'n_vehicles': 104, 'duration_avg': 108.46153846153847}
27087;27086;{'route_I_counts': {1078: 107}, 'd': 1274, 'n_vehicles': 107, 'duration_avg': 120.0}
27088;27089;{'route_I_counts': {1078: 104}, 'd': 2000, 'n_vehicles': 104, 'duration_avg': 171.92307692307693}
27088;27087;{'route_I_counts': {1078: 107}, 'd': 1365, 'n_vehicles': 107, 'duration_avg': 108.78504672897196}
27089;27088;{'route_I_counts': {1078: 104}, 'd': 2000, 'n_vehicles': 104, 'duration_avg': 120.57692307692308}
27089;27090;{'route_I_counts': {1078: 48}, 'd': 3007, 'n_vehicles': 48, 'duration_avg': 196.25}
27089;27086;{'route_I_counts': {1078: 32}, 'd': 4038, 'n_vehicles': 32, 'duration_avg': 240.0}
27090;27089;{'route_I_counts': {1078: 49}, 'd': 3007, 'n_vehicles': 49, 'duration_avg': 216.73469387755102}
27090;27506;{'route_I_counts': {1074: 38}, 'd': 11365, 'n_vehicles': 38, 'duration_avg': 669.4736842105264}
27090;27091;{'route_I_counts': {1074: 1, 1078: 48, 1071: 131}, 'd': 2829, 'n_vehicles': 180, 'duration_avg': 180.33333333333334}
27090;27156;{'route_I_counts': {1074: 28}, 'd': 10649, 'n_vehicles': 28, 'duration_avg': 426.42857142857144}
27090;27158;{'route_I_counts': {1074: 9}, 'd': 16270, 'n_vehicles': 9, 'duration_avg': 720.0}
27090;27161;{'route_I_counts': {1071: 7}, 'd': 4111, 'n_vehicles': 7, 'duration_avg': 240.0}
27090;27455;{'route_I_counts': {1071: 140}, 'd': 3897, 'n_vehicles': 140, 'duration_avg': 260.57142857142856}
27091;27161;{'route_I_counts': {1074: 1, 1078: 48, 1071: 131}, 'd': 1282, 'n_vehicles': 180, 'duration_avg': 87.66666666666667}
27091;27090;{'route_I_counts': {1074: 2, 1078: 49, 1071: 121}, 'd': 2829, 'n_vehicles': 172, 'duration_avg': 175.46511627906978}
27091;27477;{'route_I_counts': {1071: 26}, 'd': 6861, 'n_vehicles': 26, 'duration_avg': 378.46153846153845}
27091;27455;{'route_I_counts': {1071: 34}, 'd': 6726, 'n_vehicles': 34, 'duration_avg': 363.52941176470586}
19022;488;{'route_I_counts': {166: 93}, 'd': 1680, 'n_vehicles': 93, 'duration_avg': 160.0}
27094;27057;{'route_I_counts': {1073: 25}, 'd': 14454, 'n_vehicles': 25, 'duration_avg': 720.0}
27094;27099;{'route_I_counts': {1073: 26}, 'd': 8054, 'n_vehicles': 26, 'duration_avg': 660.0}
27094;27101;{'route_I_counts': {1073: 15}, 'd': 11821, 'n_vehicles': 15, 'duration_avg': 720.0}
27094;27095;{'route_I_counts': {1073: 76}, 'd': 3284, 'n_vehicles': 76, 'duration_avg': 240.0}
27095;27096;{'route_I_counts': {1073: 76}, 'd': 1368, 'n_vehicles': 76, 'duration_avg': 120.0}
27095;27094;{'route_I_counts': {1073: 77}, 'd': 3284, 'n_vehicles': 77, 'duration_avg': 261.038961038961}
27096;27097;{'route_I_counts': {1073: 76}, 'd': 2461, 'n_vehicles': 76, 'duration_avg': 180.0}
27096;27095;{'route_I_counts': {1073: 77}, 'd': 1368, 'n_vehicles': 77, 'duration_avg': 120.0}
27097;27096;{'route_I_counts': {1073: 77}, 'd': 2461, 'n_vehicles': 77, 'duration_avg': 141.03896103896105}
27097;27098;{'route_I_counts': {1073: 76}, 'd': 931, 'n_vehicles': 76, 'duration_avg': 101.05263157894737}
474;337;{'route_I_counts': {136: 136, 133: 18, 134: 41, 135: 78}, 'd': 2237, 'n_vehicles': 273, 'duration_avg': 180.0}
474;778;{'route_I_counts': {137: 3, 138: 34}, 'd': 20903, 'n_vehicles': 37, 'duration_avg': 1621.6216216216217}
474;587;{'route_I_counts': {137: 31, 138: 101, 139: 65, 140: 40}, 'd': 4104, 'n_vehicles': 237, 'duration_avg': 300.75949367088606}
475;584;{'route_I_counts': {138: 62, 140: 13}, 'd': 1191, 'n_vehicles': 75, 'duration_avg': 83.2}
475;354;{'route_I_counts': {136: 65, 134: 12}, 'd': 2816, 'n_vehicles': 77, 'duration_avg': 198.7012987012987}
27100;27099;{'route_I_counts': {1073: 77}, 'd': 2661, 'n_vehicles': 77, 'duration_avg': 144.93506493506493}
27100;27101;{'route_I_counts': {1073: 76}, 'd': 1338, 'n_vehicles': 76, 'duration_avg': 120.0}
27101;27057;{'route_I_counts': {1073: 90, 1069: 50}, 'd': 2661, 'n_vehicles': 140, 'duration_avg': 226.28571428571428}
27101;27426;{'route_I_counts': {1069: 116}, 'd': 908, 'n_vehicles': 116, 'duration_avg': 116.37931034482759}
27101;27452;{'route_I_counts': {1069: 68}, 'd': 1469, 'n_vehicles': 68, 'duration_avg': 120.0}
27101;27094;{'route_I_counts': {1073: 10}, 'd': 11821, 'n_vehicles': 10, 'duration_avg': 660.0}
27101;27100;{'route_I_counts': {1073: 77}, 'd': 1338, 'n_vehicles': 77, 'duration_avg': 120.0}
27102;27058;{'route_I_counts': {1073: 45}, 'd': 2485, 'n_vehicles': 45, 'duration_avg': 180.0}
27102;27103;{'route_I_counts': {1073: 44}, 'd': 3941, 'n_vehicles': 44, 'duration_avg': 192.27272727272728}
27103;27104;{'route_I_counts': {1073: 44}, 'd': 2540, 'n_vehicles': 44, 'duration_avg': 192.27272727272728}
27103;27102;{'route_I_counts': {1073: 45}, 'd': 3941, 'n_vehicles': 45, 'duration_avg': 240.0}
27104;27105;{'route_I_counts': {1073: 44}, 'd': 1149, 'n_vehicles': 44, 'duration_avg': 152.72727272727272}
27104;27103;{'route_I_counts': {1073: 45}, 'd': 2540, 'n_vehicles': 45, 'duration_avg': 160.0}
592;360;{'route_I_counts': {137: 19, 138: 101, 139: 65, 140: 40}, 'd': 2115, 'n_vehicles': 225, 'duration_avg': 161.33333333333334}
592;453;{'route_I_counts': {136: 103, 133: 10, 134: 24, 135: 78}, 'd': 3159, 'n_vehicles': 215, 'duration_avg': 180.8372093023256}
27106;27061;{'route_I_counts': {1073: 42}, 'd': 2134, 'n_vehicles': 42, 'duration_avg': 180.0}
488;379;{'route_I_counts': {166: 93}, 'd': 3622, 'n_vehicles': 93, 'duration_avg': 211.61290322580646}
488;19022;{'route_I_counts': {170: 94}, 'd': 1680, 'n_vehicles': 94, 'duration_avg': 182.5531914893617}
489;659;{'route_I_counts': {168: 140}, 'd': 1792, 'n_vehicles': 140, 'duration_avg': 136.28571428571428}
489;588;{'route_I_counts': {165: 140}, 'd': 1366, 'n_vehicles': 140, 'duration_avg': 135.0}
27118;27105;{'route_I_counts': {1073: 20}, 'd': 5931, 'n_vehicles': 20, 'duration_avg': 360.0}
27124;27506;{'route_I_counts': {1074: 105}, 'd': 9330, 'n_vehicles': 105, 'duration_avg': 661.1428571428571}
27124;27125;{'route_I_counts': {1074: 85}, 'd': 1996, 'n_vehicles': 85, 'duration_avg': 183.52941176470588}
27124;27127;{'route_I_counts': {1074: 2}, 'd': 6803, 'n_vehicles': 2, 'duration_avg': 360.0}
27124;27129;{'route_I_counts': {1074: 16}, 'd': 12949, 'n_vehicles': 16, 'duration_avg': 600.0}
27124;27509;{'route_I_counts': {1074: 87}, 'd': 2677, 'n_vehicles': 87, 'duration_avg': 214.48275862068965}
27124;27135;{'route_I_counts': {1074: 92}, 'd': 1763, 'n_vehicles': 92, 'duration_avg': 144.1304347826087}
27125;27124;{'route_I_counts': {1074: 88}, 'd': 1996, 'n_vehicles': 88, 'duration_avg': 175.22727272727272}
27125;27126;{'route_I_counts': {1074: 85}, 'd': 3417, 'n_vehicles': 85, 'duration_avg': 250.58823529411765}
27126;27506;{'route_I_counts': {1074: 3}, 'd': 14129, 'n_vehicles': 3, 'duration_avg': 940.0}
27126;27124;{'route_I_counts': {1074: 6}, 'd': 5294, 'n_vehicles': 6, 'duration_avg': 350.0}
27126;27125;{'route_I_counts': {1074: 86}, 'd': 3417, 'n_vehicles': 86, 'duration_avg': 197.4418604651163}
27126;27127;{'route_I_counts': {1074: 61}, 'd': 1636, 'n_vehicles': 61, 'duration_avg': 152.45901639344262}
27127;27128;{'route_I_counts': {1074: 63}, 'd': 1730, 'n_vehicles': 63, 'duration_avg': 150.47619047619048}
27127;27125;{'route_I_counts': {1074: 2}, 'd': 5006, 'n_vehicles': 2, 'duration_avg': 300.0}
27127;27126;{'route_I_counts': {1074: 61}, 'd': 1636, 'n_vehicles': 61, 'duration_avg': 140.65573770491804}
27128;27129;{'route_I_counts': {1074: 74}, 'd': 4737, 'n_vehicles': 74, 'duration_avg': 251.35135135135135}
27128;27506;{'route_I_counts': {1074: 5}, 'd': 17474, 'n_vehicles': 5, 'duration_avg': 1008.0}
27128;27124;{'route_I_counts': {1074: 3}, 'd': 8523, 'n_vehicles': 3, 'duration_avg': 460.0}
27128;27126;{'route_I_counts': {1074: 3}, 'd': 3345, 'n_vehicles': 3, 'duration_avg': 200.0}
27128;27127;{'route_I_counts': {1074: 61}, 'd': 1730, 'n_vehicles': 61, 'duration_avg': 148.52459016393442}
27129;27136;{'route_I_counts': {1074: 36}, 'd': 1833, 'n_vehicles': 36, 'duration_avg': 140.0}
27129;27506;{'route_I_counts': {1074: 2}, 'd': 21392, 'n_vehicles': 2, 'duration_avg': 1200.0}
27129;27124;{'route_I_counts': {1074: 13}, 'd': 12949, 'n_vehicles': 13, 'duration_avg': 650.7692307692307}
27129;27126;{'route_I_counts': {1074: 3}, 'd': 7658, 'n_vehicles': 3, 'duration_avg': 360.0}
27129;27127;{'route_I_counts': {1074: 2}, 'd': 6277, 'n_vehicles': 2, 'duration_avg': 300.0}
27129;27128;{'route_I_counts': {1074: 72}, 'd': 4737, 'n_vehicles': 72, 'duration_avg': 255.0}
27129;27130;{'route_I_counts': {1074: 44}, 'd': 2469, 'n_vehicles': 44, 'duration_avg': 235.9090909090909}
27129;27019;{'route_I_counts': {1074: 12}, 'd': 5570, 'n_vehicles': 12, 'duration_avg': 460.0}
27130;27129;{'route_I_counts': {1074: 44}, 'd': 2469, 'n_vehicles': 44, 'duration_avg': 249.54545454545453}
27130;27131;{'route_I_counts': {1074: 44}, 'd': 2586, 'n_vehicles': 44, 'duration_avg': 171.8181818181818}
27131;27130;{'route_I_counts': {1074: 44}, 'd': 2586, 'n_vehicles': 44, 'duration_avg': 181.36363636363637}
27131;27019;{'route_I_counts': {1074: 44}, 'd': 974, 'n_vehicles': 44, 'duration_avg': 165.0}
27132;27456;{'route_I_counts': {1078: 68}, 'd': 3722, 'n_vehicles': 68, 'duration_avg': 288.52941176470586}
27132;27506;{'route_I_counts': {1074: 92}, 'd': 4519, 'n_vehicles': 92, 'duration_avg': 402.39130434782606}
27132;27508;{'route_I_counts': {1078: 191}, 'd': 1350, 'n_vehicles': 191, 'duration_avg': 113.717277486911}
27132;27133;{'route_I_counts': {1074: 92}, 'd': 1296, 'n_vehicles': 92, 'duration_avg': 95.8695652173913}
27132;27086;{'route_I_counts': {1078: 120}, 'd': 995, 'n_vehicles': 120, 'duration_avg': 81.5}
27133;27132;{'route_I_counts': {1074: 92}, 'd': 1296, 'n_vehicles': 92, 'duration_avg': 119.34782608695652}
27133;27134;{'route_I_counts': {1074: 92}, 'd': 1401, 'n_vehicles': 92, 'duration_avg': 132.3913043478261}
27134;27133;{'route_I_counts': {1074: 92}, 'd': 1401, 'n_vehicles': 92, 'duration_avg': 139.56521739130434}
27134;27135;{'route_I_counts': {1074: 92}, 'd': 799, 'n_vehicles': 92, 'duration_avg': 116.73913043478261}
27135;27124;{'route_I_counts': {1074: 92}, 'd': 1763, 'n_vehicles': 92, 'duration_avg': 125.21739130434783}
27135;27134;{'route_I_counts': {1074: 92}, 'd': 799, 'n_vehicles': 92, 'duration_avg': 90.65217391304348}
27136;27140;{'route_I_counts': {1074: 36}, 'd': 1142, 'n_vehicles': 36, 'duration_avg': 120.0}
27136;27476;{'route_I_counts': {1078: 31, 1071: 95}, 'd': 2559, 'n_vehicles': 126, 'duration_avg': 150.95238095238096}
27136;27477;{'route_I_counts': {1078: 27, 1071: 92}, 'd': 2314, 'n_vehicles': 119, 'duration_avg': 130.58823529411765}
27136;27129;{'route_I_counts': {1074: 35}, 'd': 1833, 'n_vehicles': 35, 'duration_avg': 174.85714285714286}
513;19073;{'route_I_counts': {170: 94}, 'd': 2791, 'n_vehicles': 94, 'duration_avg': 192.7659574468085}
513;394;{'route_I_counts': {166: 93}, 'd': 2167, 'n_vehicles': 93, 'duration_avg': 180.0}
27140;27136;{'route_I_counts': {1074: 35}, 'd': 1142, 'n_vehicles': 35, 'duration_avg': 128.57142857142858}
27140;27141;{'route_I_counts': {1074: 36}, 'd': 1570, 'n_vehicles': 36, 'duration_avg': 166.66666666666666}
27141;27137;{'route_I_counts': {1074: 36}, 'd': 1651, 'n_vehicles': 36, 'duration_avg': 166.66666666666666}
27141;27140;{'route_I_counts': {1074: 35}, 'd': 1570, 'n_vehicles': 35, 'duration_avg': 154.28571428571428}
27142;27137;{'route_I_counts': {1074: 35}, 'd': 1976, 'n_vehicles': 35, 'duration_avg': 171.42857142857142}
27142;27143;{'route_I_counts': {1074: 36}, 'd': 4241, 'n_vehicles': 36, 'duration_avg': 195.0}
27143;27142;{'route_I_counts': {1074: 35}, 'd': 4241, 'n_vehicles': 35, 'duration_avg': 202.28571428571428}
523;344;{'route_I_counts': {136: 136, 133: 11, 134: 41, 135: 78}, 'd': 1515, 'n_vehicles': 266, 'duration_avg': 124.9624060150376}
523;43;{'route_I_counts': {137: 33, 138: 135, 139: 64, 140: 40}, 'd': 773, 'n_vehicles': 272, 'duration_avg': 119.77941176470588}
529;721;{'route_I_counts': {136: 77, 134: 5}, 'd': 1063, 'n_vehicles': 82, 'duration_avg': 120.0}
529;51;{'route_I_counts': {133: 4, 135: 78}, 'd': 1076, 'n_vehicles': 82, 'duration_avg': 92.92682926829268}
529;582;{'route_I_counts': {136: 37, 134: 34}, 'd': 2077, 'n_vehicles': 71, 'duration_avg': 180.0}
529;401;{'route_I_counts': {138: 21, 140: 1}, 'd': 2352, 'n_vehicles': 22, 'duration_avg': 180.0}
529;344;{'route_I_counts': {138: 46, 140: 12}, 'd': 4917, 'n_vehicles': 58, 'duration_avg': 300.0}
529;458;{'route_I_counts': {137: 22, 138: 47, 139: 59, 140: 27}, 'd': 1616, 'n_vehicles': 155, 'duration_avg': 123.87096774193549}
529;445;{'route_I_counts': {136: 22}, 'd': 2927, 'n_vehicles': 22, 'duration_avg': 240.0}
529;590;{'route_I_counts': {138: 21}, 'd': 3438, 'n_vehicles': 21, 'duration_avg': 300.0}
531;777;{'route_I_counts': {133: 4, 135: 78}, 'd': 1170, 'n_vehicles': 82, 'duration_avg': 180.0}
531;51;{'route_I_counts': {137: 22, 139: 59}, 'd': 833, 'n_vehicles': 81, 'duration_avg': 112.5925925925926}
27156;27090;{'route_I_counts': {1074: 27}, 'd': 10649, 'n_vehicles': 27, 'duration_avg': 535.5555555555555}
27156;27161;{'route_I_counts': {1074: 2}, 'd': 7694, 'n_vehicles': 2, 'duration_avg': 330.0}
27156;27506;{'route_I_counts': {1074: 9}, 'd': 21736, 'n_vehicles': 9, 'duration_avg': 1080.0}
27156;27157;{'route_I_counts': {1074: 39}, 'd': 3110, 'n_vehicles': 39, 'duration_avg': 235.3846153846154}
27156;27454;{'route_I_counts': {1071: 80}, 'd': 4558, 'n_vehicles': 80, 'duration_avg': 174.0}
27157;27156;{'route_I_counts': {1074: 38}, 'd': 3110, 'n_vehicles': 38, 'duration_avg': 238.42105263157896}
27157;27158;{'route_I_counts': {1074: 39}, 'd': 4823, 'n_vehicles': 39, 'duration_avg': 276.9230769230769}
27158;27090;{'route_I_counts': {1074: 9}, 'd': 16270, 'n_vehicles': 9, 'duration_avg': 720.0}
27158;27157;{'route_I_counts': {1074: 38}, 'd': 4823, 'n_vehicles': 38, 'duration_avg': 238.42105263157896}
27158;27159;{'route_I_counts': {1074: 39}, 'd': 2372, 'n_vehicles': 39, 'duration_avg': 167.69230769230768}
27159;27158;{'route_I_counts': {1074: 38}, 'd': 2372, 'n_vehicles': 38, 'duration_avg': 187.89473684210526}
27161;27090;{'route_I_counts': {1071: 19}, 'd': 4111, 'n_vehicles': 19, 'duration_avg': 217.89473684210526}
27161;27091;{'route_I_counts': {1074: 2, 1078: 49, 1071: 121}, 'd': 1282, 'n_vehicles': 172, 'duration_avg': 84.4186046511628}
27161;27156;{'route_I_counts': {1074: 1}, 'd': 7694, 'n_vehicles': 1, 'duration_avg': 420.0}
27161;27477;{'route_I_counts': {1078: 31, 1071: 69}, 'd': 5614, 'n_vehicles': 100, 'duration_avg': 325.8}
27161;27454;{'route_I_counts': {1071: 69}, 'd': 3881, 'n_vehicles': 69, 'duration_avg': 205.2173913043478}
27162;27187;{'route_I_counts': {1069: 75}, 'd': 3261, 'n_vehicles': 75, 'duration_avg': 210.4}
27162;27163;{'route_I_counts': {1069: 46}, 'd': 3095, 'n_vehicles': 46, 'duration_avg': 221.7391304347826}
27162;27188;{'route_I_counts': {1069: 43}, 'd': 4653, 'n_vehicles': 43, 'duration_avg': 233.02325581395348}
27162;27177;{'route_I_counts': {1069: 19}, 'd': 10969, 'n_vehicles': 19, 'duration_avg': 533.6842105263158}
27163;27162;{'route_I_counts': {1069: 43}, 'd': 3095, 'n_vehicles': 43, 'duration_avg': 266.51162790697674}
27163;27164;{'route_I_counts': {1069: 46}, 'd': 1999, 'n_vehicles': 46, 'duration_avg': 147.3913043478261}
27164;27163;{'route_I_counts': {1069: 43}, 'd': 1999, 'n_vehicles': 43, 'duration_avg': 125.5813953488372}
27164;27165;{'route_I_counts': {1069: 46}, 'd': 1427, 'n_vehicles': 46, 'duration_avg': 110.8695652173913}
27165;27164;{'route_I_counts': {1069: 43}, 'd': 1427, 'n_vehicles': 43, 'duration_avg': 120.0}
27165;27166;{'route_I_counts': {1069: 46}, 'd': 2304, 'n_vehicles': 46, 'duration_avg': 144.7826086956522}
27166;27165;{'route_I_counts': {1069: 43}, 'd': 2304, 'n_vehicles': 43, 'duration_avg': 178.6046511627907}
545;216;{'route_I_counts': {164: 11, 165: 140, 166: 93, 167: 72}, 'd': 1728, 'n_vehicles': 316, 'duration_avg': 144.30379746835442}
545;336;{'route_I_counts': {168: 140, 169: 13, 170: 94, 171: 69}, 'd': 2711, 'n_vehicles': 316, 'duration_avg': 198.79746835443038}
27171;27385;{'route_I_counts': {1069: 234}, 'd': 1861, 'n_vehicles': 234, 'duration_avg': 198.2051282051282}
27171;27172;{'route_I_counts': {1069: 246}, 'd': 1655, 'n_vehicles': 246, 'duration_avg': 138.0487804878049}
27172;27171;{'route_I_counts': {1069: 239}, 'd': 1655, 'n_vehicles': 239, 'duration_avg': 122.51046025104603}
27172;27177;{'route_I_counts': {1069: 91}, 'd': 15632, 'n_vehicles': 91, 'duration_avg': 741.0989010989011}
27172;27178;{'route_I_counts': {1069: 75}, 'd': 2058, 'n_vehicles': 75, 'duration_avg': 130.4}
27172;27179;{'route_I_counts': {1069: 7}, 'd': 3790, 'n_vehicles': 7, 'duration_avg': 300.0}
27172;27173;{'route_I_counts': {1069: 61}, 'd': 7767, 'n_vehicles': 61, 'duration_avg': 370.8196721311475}
27173;27172;{'route_I_counts': {1069: 58}, 'd': 7767, 'n_vehicles': 58, 'duration_avg': 358.9655172413793}
27173;27174;{'route_I_counts': {1069: 68}, 'd': 2885, 'n_vehicles': 68, 'duration_avg': 156.1764705882353}
27173;27177;{'route_I_counts': {1069: 8}, 'd': 8530, 'n_vehicles': 8, 'duration_avg': 487.5}
27173;27178;{'route_I_counts': {1069: 8}, 'd': 5772, 'n_vehicles': 8, 'duration_avg': 300.0}
27173;27179;{'route_I_counts': {1069: 8}, 'd': 4104, 'n_vehicles': 8, 'duration_avg': 240.0}
27173;27180;{'route_I_counts': {1069: 65}, 'd': 2088, 'n_vehicles': 65, 'duration_avg': 132.92307692307693}
27173;27181;{'route_I_counts': {1069: 67}, 'd': 2131, 'n_vehicles': 67, 'duration_avg': 170.1492537313433}
27174;27173;{'route_I_counts': {1069: 66}, 'd': 2885, 'n_vehicles': 66, 'duration_avg': 169.0909090909091}
27174;27175;{'route_I_counts': {1069: 68}, 'd': 1668, 'n_vehicles': 68, 'duration_avg': 120.88235294117646}
27175;27176;{'route_I_counts': {1069: 68}, 'd': 1852, 'n_vehicles': 68, 'duration_avg': 120.0}
27175;27174;{'route_I_counts': {1069: 66}, 'd': 1668, 'n_vehicles': 66, 'duration_avg': 120.0}
27176;27177;{'route_I_counts': {1069: 68}, 'd': 2986, 'n_vehicles': 68, 'duration_avg': 200.2941176470588}
